pr_auc,auroc,mcc,bal_acc,sens,spec,brier,ece,model,outcome,site_test,seed,fold,n_test,n_pos_test
0.1798981524427953,0.49768518518518523,-0.16268389404829248,0.38657407407407407,0.125,0.6481481481481481,0.20808484770237784,0.2699692325195063,EN-compact,Y6-base,A,7,4,62,8
0.29583333333333334,0.48214285714285715,-0.26519741765271837,0.35714285714285715,0.5,0.21428571428571427,0.32384028614473187,0.4003820375360553,EN-compact,Y6-base,B,7,4,18,4
0.18834717634492534,0.5502450980392157,0.13211031413252305,0.5882352941176471,0.5,0.6764705882352942,0.224283270468638,0.27666783501069364,EN-full,Y6-base,all,7,4,80,12
0.13891600370555746,0.48842592592592593,0.08697559598404854,0.5578703703703703,0.375,0.7407407407407407,0.20844677660564825,0.26455702682740445,EN-full,Y6-base,A,7,4,62,8
0.33630952380952384,0.6071428571428571,0.15228622596829317,0.5892857142857143,0.75,0.42857142857142855,0.2788311937744916,0.3183828409753564,EN-full,Y6-base,B,7,4,18,4
0.3101019520635897,0.5563725490196079,0.22487239817113244,0.5686274509803921,0.16666666666666666,0.9705882352941176,0.13790243569695806,0.14135622433112388,GBM-full,Y6-base,all,7,4,80,12
0.27531847821718514,0.6134259259259259,0.20203440606631312,0.5532407407407407,0.125,0.9814814814814815,0.11792270855362341,0.11579808639423042,GBM-full,Y6-base,A,7,4,62,8
0.4056985294117647,0.39285714285714285,0.236227795630767,0.5892857142857143,0.25,0.9285714285714286,0.20672149585733296,0.24785325475167658,GBM-full,Y6-base,B,7,4,18,4
0.181108190071429,0.5661764705882353,0.0,0.5,0.0,1.0,0.13962483927850183,0.10978308314507877,FL-FedAvg,Y6-base,all,7,4,80,12
0.14853309332534925,0.5370370370370371,0.0,0.5,0.0,1.0,0.12803567494839374,0.11780183501344718,FL-FedAvg,Y6-base,A,7,4,62,8
0.2895833333333333,0.5535714285714285,0.0,0.5,0.0,1.0,0.17954307197109642,0.08216293782069878,FL-FedAvg,Y6-base,B,7,4,18,4
0.181108190071429,0.5661764705882353,0.0,0.5,0.0,1.0,0.13986441718254589,0.11094845946190313,FL-FedProx,Y6-base,all,7,4,80,12
0.14853309332534925,0.5370370370370371,0.0,0.5,0.0,1.0,0.12830068104496223,0.1189872813177003,FL-FedProx,Y6-base,A,7,4,62,8
0.2895833333333333,0.5535714285714285,0.0,0.5,0.0,1.0,0.1796950638786673,0.08325918418082402,FL-FedProx,Y6-base,B,7,4,18,4
0.16258786958854438,0.46078431372549017,0.0,0.5,0.0,1.0,0.15425935931753446,0.13826706147077522,FL-FedAvg-E,Y6-base,all,7,4,80,12
0.17486167280575174,0.5532407407407407,0.0,0.5,0.0,1.0,0.14418243938050573,0.17185963749006788,FL-FedAvg-E,Y6-base,A,7,4,62,8
0.19177807486631016,0.2857142857142857,0.0,0.5,0.0,1.0,0.18896875021174458,0.09126994082909652,FL-FedAvg-E,Y6-base,B,7,4,18,4
